Valeur debitee;Type;Date
-5.03;uepkpzeielvv;07/01/2005
-0.88;uepkpzeielvv;27/03/2007
-1.31;uepkpzeielvv;12/03/2005
7.03;uepkpzeielvv;29/07/2006
-3.44;uepkpzeielvv;18/12/2005
-4.06;opbivpvirl;05/05/2011
7.60;krivirv;22/01/2007
-8.58;krivirv;30/09/2000
-0.42;krivirv;25/01/2010
1.64;pkiielvpvirl;30/11/2007
-3.87;pkiielvpvirl;09/11/2006
-7.07;pkiielvpvirl;09/12/2006
-2.35;krivirv;28/06/2008
-2.88;krivirv;30/06/2004
2.83;uepkpzeielvv;18/02/2006
2.19;pkiielvpvirl;05/11/2002
0.60;krivirv;19/05/2004
-9.04;pkiielvpvirl;15/12/2010
-10.13;pkiielvpvirl;22/03/2011
8.06;pkiielvpvirl;24/10/2001
3.61;pkiielvpvirl;18/01/2004
10.37;pkiielvpvirl;18/01/2005
-0.40;zriiulizpvirl;22/10/2005
-6.58;krivirv;19/08/2002
-1.44;uepkpzeielvv;29/03/2009
2.14;pkiielvpvirl;19/12/2000
3.65;krivirv;30/04/2002
-6.30;krivirv;15/08/2001
-6.72;krivirv;23/05/2004
-5.16;krivirv;18/01/2003
0.04;pkiielvpvirl;21/08/2005
-4.74;krivirv;29/08/2005
-8.43;opbivpvirl;19/03/2006
-3.49;opbivpvirl;31/05/2006
-2.34;opbivpvirl;07/06/2004
-9.45;opbivpvirl;14/06/2006
6.75;opbivpvirl;11/11/2004
-3.93;opbivpvirl;12/02/2006
5.58;opbivpvirl;12/04/2005
7.66;krivirv;03/10/2006
7.68;krivirv;03/12/2005
-6.69;pkiielvpvirl;10/04/2006
-10.31;krivirv;06/02/2010
4.20;pkiielvpvirl;15/04/2000
-9.22;uepkpzeielvv;07/01/2006
2.03;pkiielvpvirl;11/04/2002
-0.68;pkiielvpvirl;21/03/2005
-8.37;pkiielvpvirl;26/09/2004
6.61;krivirv;19/10/2004
10.14;krivirv;18/08/2005
-8.92;pkiielvpvirl;02/01/2003
0.03;krivirv;26/08/2003
1.37;pkiielvpvirl;26/03/2005
4.01;pkiielvpvirl;17/08/2003
10.14;pkiielvpvirl;29/08/2003
-4.92;pkiielvpvirl;17/12/2011
0.83;pkiielvpvirl;04/02/2004
3.01;opbivpvirl;13/01/2005
5.51;uepkpzeielvv;31/08/2003
0.86;krivirv;26/07/2001
-8.54;krivirv;21/10/2000
1.48;uepkpzeielvv;29/07/2003
-9.20;pkiielvpvirl;06/01/2009
-5.58;pkiielvpvirl;01/12/2010
8.08;pkiielvpvirl;03/03/2004
1.67;krivirv;25/05/2006
-8.78;krivirv;11/02/2006
0.01;uepkpzeielvv;14/02/2011
-6.79;krivirv;06/01/2005
8.84;pkiielvpvirl;18/03/2002
0.52;uepkpzeielvv;01/12/2002
-0.04;krivirv;10/11/2004
-9.94;krivirv;14/07/2004
1.10;krivirv;19/02/2009
-9.87;pkiielvpvirl;29/08/2009
1.88;puiilivvrpvirl;25/09/2011
3.26;pkiielvpvirl;07/08/2008
-4.91;uepkpzeielvv;26/05/2012
-6.75;krivirv;27/03/2011
2.70;krivirv;05/09/2010
-2.28;krivirv;16/09/2009
6.18;pkiielvpvirl;18/12/2006
4.69;krivirv;27/05/2010
-4.64;pkiielvpvirl;22/05/2003
-1.57;pkiielvpvirl;01/10/2003
-7.61;krivirv;08/12/2006
5.66;pkiielvpvirl;23/02/2002
-2.26;pkiielvpvirl;07/02/2005
8.12;krivirv;20/05/2009
8.82;pkiielvpvirl;06/07/2001
-2.61;krivirv;15/01/2004
-6.75;uepkpzeielvv;19/07/2002
7.39;zriiulizpvirl;17/12/2002
2.00;opbivpvirl;14/06/2005
6.76;pkiielvpvirl;23/08/2000
-0.33;pkiielvpvirl;29/04/2010
-0.75;krivirv;18/12/2001
-7.53;zriiulizpvirl;19/09/2001
-9.43;pkiielvpvirl;31/12/2003
4.34;krivirv;06/06/2005
8.36;krivirv;15/11/2007
7.05;krivirv;07/05/2002
-2.38;krivirv;18/04/2002
-5.63;krivirv;14/02/2002
-7.27;krivirv;15/12/2000
-0.59;krivirv;24/01/2003
6.90;krivirv;18/04/2001
8.52;krivirv;17/04/2001
-0.13;krivirv;15/12/2002
-9.94;krivirv;11/11/2000
0.05;krivirv;01/10/2001
1.60;krivirv;31/10/2001
0.32;krivirv;20/02/2001
4.82;krivirv;15/11/2000
1.67;krivirv;15/05/2001
7.93;krivirv;20/03/2002
6.72;krivirv;20/07/2001
1.72;krivirv;08/03/2003
1.51;krivirv;18/01/2002
1.76;krivirv;08/08/2003
0.15;krivirv;06/06/2002
5.72;krivirv;25/06/2003
0.13;krivirv;29/05/2003
7.92;krivirv;16/11/2002
-2.27;krivirv;12/05/2001
7.38;krivirv;23/04/2002
-9.22;krivirv;17/07/2003
-3.79;krivirv;07/08/2002
-7.51;krivirv;10/05/2002
5.67;krivirv;06/11/2002
-5.75;krivirv;30/12/2001
0.04;krivirv;14/07/2002
-0.16;krivirv;11/07/2003
5.08;krivirv;21/06/2002
9.19;krivirv;27/01/2003
6.90;vplve;02/09/2002
5.70;krivirv;21/11/2002
-8.33;krivirv;16/05/2003
-7.17;krivirv;26/12/2002
9.20;krivirv;08/11/2002
1.43;krivirv;03/07/2003
-6.50;vplve;06/11/2002
6.41;krivirv;25/04/2003
8.54;krivirv;03/08/2002
-7.30;krivirv;04/03/2002
-0.06;krivirv;29/09/2002
1.96;krivirv;18/09/2001
-0.25;krivirv;25/02/2002
8.37;pkiielvpvirl;29/07/2002
-0.14;krivirv;11/12/2003
-2.79;pkiielvpvirl;19/05/2004
7.81;krivirv;28/01/2002
-8.64;krivirv;15/02/2004
9.78;krivirv;23/06/2003
7.14;krivirv;18/10/2003
-7.93;krivirv;18/10/2002
-0.15;krivirv;06/09/2003
-6.62;krivirv;12/07/2004
1.94;krivirv;25/06/2004
0.87;pkiielvpvirl;13/05/2002
6.37;pkiielvpvirl;06/04/2003
-8.42;krivirv;03/08/2003
-3.15;krivirv;21/05/2004
4.53;krivirv;23/06/2002
-4.54;krivirv;17/02/2005
-4.05;krivirv;17/07/2002
-5.62;krivirv;26/01/2004
8.94;krivirv;21/07/2002
1.83;krivirv;22/02/2003
8.39;krivirv;25/03/2003
-5.49;krivirv;17/02/2005
-9.80;krivirv;31/03/2005
-3.44;krivirv;30/10/2004
-9.94;krivirv;30/06/2005
9.67;krivirv;15/03/2005
9.09;krivirv;06/10/2003
8.35;krivirv;13/02/2004
5.68;pkiielvpvirl;01/04/2005
-8.81;pkiielvpvirl;13/02/2005
4.34;pkiielvpvirl;14/05/2003
-0.08;pkiielvpvirl;28/07/2005
-9.27;krivirv;20/01/2004
-4.79;pkiielvpvirl;22/05/2004
6.66;krivirv;14/02/2003
-0.61;krivirv;26/06/2004
-3.68;pkiielvpvirl;26/05/2005
1.33;krivirv;11/07/2005
2.73;pkiielvpvirl;02/02/2005
-7.83;pkiielvpvirl;11/02/2005
-4.97;krivirv;25/10/2004
2.30;pkiielvpvirl;24/07/2004
-2.41;krivirv;24/03/2004
-2.39;pkiielvpvirl;18/09/2004
2.47;pkiielvpvirl;28/12/2005
-4.96;krivirv;29/06/2004
8.09;krivirv;03/11/2005
-3.38;krivirv;08/09/2005
0.22;krivirv;21/07/2005
8.27;krivirv;25/02/2006
-4.82;pkiielvpvirl;27/08/2005
8.23;krivirv;27/12/2005
5.89;krivirv;29/01/2006
6.20;pkiielvpvirl;15/04/2006
-0.88;krivirv;20/12/2004
-7.22;krivirv;06/05/2005
-4.56;pkiielvpvirl;06/12/2004
7.10;krivirv;22/06/2006
5.95;krivirv;29/03/2005
2.11;pkiielvpvirl;16/02/2004
1.89;krivirv;04/11/2005
8.81;krivirv;07/12/2005
-6.18;krivirv;05/01/2005
-6.49;krivirv;27/10/2004
-1.39;krivirv;30/01/2005
-4.60;krivirv;14/01/2006
-8.22;krivirv;10/10/2006
-9.65;krivirv;28/04/2006
-8.93;krivirv;15/01/2006
-2.18;pkiielvpvirl;15/06/2006
-0.21;pkiielvpvirl;07/07/2005
4.05;pkiielvpvirl;13/04/2005
0.28;krivirv;14/02/2007
8.02;krivirv;03/02/2007
-5.36;krivirv;18/12/2006
-5.44;pkiielvpvirl;04/09/2005
8.82;pkiielvpvirl;10/02/2005
8.05;pkiielvpvirl;10/10/2005
-0.82;pkiielvpvirl;28/02/2006
0.31;krivirv;12/12/2005
-2.99;krivirv;21/08/2005
9.42;puiilivvrpvirl;28/09/2006
5.35;krivirv;20/12/2006
-1.27;krivirv;11/10/2006
-7.60;krivirv;27/07/2007
-4.11;pkiielvpvirl;18/11/2006
0.93;krivirv;25/08/2006
-1.93;krivirv;17/04/2006
-0.27;krivirv;09/05/2007
9.14;uepkpzeielvv;23/10/2005
5.84;krivirv;24/10/2005
6.75;krivirv;09/03/2007
9.32;pkiielvpvirl;09/12/2005
9.23;krivirv;01/03/2006
-4.41;uepkpzeielvv;02/09/2005
-8.64;krivirv;12/05/2006
2.66;krivirv;12/05/2005
-2.25;krivirv;11/09/2007
4.11;krivirv;26/08/2007
-1.45;krivirv;31/12/2005
-1.61;krivirv;01/01/2008
8.91;krivirv;18/11/2006
-9.26;krivirv;03/05/2006
-8.73;pkiielvpvirl;19/11/2005
8.20;pkiielvpvirl;02/08/2005
-4.40;uepkpzeielvv;04/10/2006
-0.34;krivirv;17/10/2006
-0.74;krivirv;22/01/2006
-4.55;uepkpzeielvv;20/04/2007
6.62;vplve;30/07/2007
-2.38;krivirv;09/05/2006
1.38;pkiielvpvirl;14/01/2008
-1.70;pkiielvpvirl;23/03/2006
-1.34;krivirv;04/12/2007
1.10;krivirv;12/03/2008
-2.66;krivirv;17/04/2006
1.99;krivirv;30/10/2006
8.15;krivirv;13/11/2007
-6.19;pkiielvpvirl;23/09/2006
-7.82;krivirv;22/06/2008
-0.37;krivirv;25/10/2007
6.24;krivirv;05/12/2008
8.93;krivirv;26/08/2008
-2.62;krivirv;10/11/2006
-7.37;krivirv;02/05/2007
-5.06;krivirv;08/09/2007
-4.86;pkiielvpvirl;08/12/2007
-9.46;krivirv;13/08/2007
-8.88;pkiielvpvirl;08/11/2008
4.03;krivirv;27/12/2008
8.98;krivirv;14/11/2006
-5.46;krivirv;02/02/2007
5.31;krivirv;02/04/2009
-8.34;krivirv;31/03/2008
-5.78;krivirv;02/12/2006
-6.12;krivirv;26/02/2008
4.54;krivirv;27/07/2008
-3.49;pkiielvpvirl;31/05/2008
-4.68;uepkpzeielvv;07/06/2007
0.18;pkiielvpvirl;24/12/2007
-5.99;pkiielvpvirl;30/12/2007
3.93;krivirv;21/03/2007
-3.32;krivirv;04/10/2008
-6.30;krivirv;26/01/2008
1.87;pkiielvpvirl;16/11/2009
0.66;pkiielvpvirl;20/12/2007
9.77;krivirv;25/07/2009
-2.09;krivirv;14/11/2008
-4.76;krivirv;24/03/2008
-9.93;krivirv;17/04/2008
7.37;krivirv;02/10/2009
-9.44;krivirv;07/04/2009
-9.79;pkiielvpvirl;07/05/2009
7.42;krivirv;26/10/2008
4.42;krivirv;20/01/2010
6.07;krivirv;14/03/2008
-8.27;pkiielvpvirl;12/01/2009
-6.83;krivirv;03/12/2007
-7.01;krivirv;28/08/2008
-5.99;pkiielvpvirl;30/09/2009
-6.91;pkiielvpvirl;09/05/2008
0.01;pkiielvpvirl;03/06/2008
7.00;krivirv;06/02/2008
-1.75;krivirv;14/09/2008
-1.97;krivirv;26/07/2009
2.75;pkiielvpvirl;03/10/2010
6.23;krivirv;29/10/2008
-8.08;krivirv;05/12/2010
-2.12;pkiielvpvirl;28/12/2009
9.26;krivirv;10/12/2008
-5.25;krivirv;09/12/2008
-3.24;krivirv;20/05/2011
4.48;pkiielvpvirl;22/03/2011
8.12;uepkpzeielvv;27/11/2009
2.36;krivirv;07/01/2010
5.11;pkiielvpvirl;11/04/2009
9.84;pkiielvpvirl;21/12/2010
5.62;pkiielvpvirl;07/02/2010
6.74;pkiielvpvirl;30/12/2010
-5.64;pkiielvpvirl;13/04/2011
7.78;krivirv;06/01/2010
-9.89;krivirv;23/04/2010
1.24;pkiielvpvirl;06/03/2011
-7.24;krivirv;23/05/2010
8.89;krivirv;05/07/2010
-2.37;pkiielvpvirl;03/07/2009
5.96;pkiielvpvirl;06/06/2009
-9.89;krivirv;14/09/2009
-5.57;pkiielvpvirl;08/04/2010
-5.57;pkiielvpvirl;17/09/2009
-1.23;krivirv;05/12/2009
-6.30;pkiielvpvirl;30/12/2010
4.44;pkiielvpvirl;19/09/2010
-3.54;pkiielvpvirl;05/04/2012
6.21;pkiielvpvirl;13/07/2011
-1.15;krivirv;15/01/2010
-6.78;krivirv;09/05/2010
-9.89;krivirv;02/12/2010
-2.93;pkiielvpvirl;18/11/2011
-4.36;pkiielvpvirl;15/05/2012
1.37;pkiielvpvirl;19/07/2012
2.64;pkiielvpvirl;15/08/2010
5.02;krivirv;10/04/2012
-4.00;krivirv;22/10/2010
-9.72;krivirv;19/08/2012
-5.86;uepkpzeielvv;21/07/2011
-5.55;pkiielvpvirl;13/03/2011
6.73;pkiielvpvirl;24/12/2010
-6.89;pkiielvpvirl;09/07/2012
-0.97;krivirv;05/04/2011
4.16;pkiielvpvirl;16/08/2010
-8.99;pkiielvpvirl;08/04/2010
6.54;pkiielvpvirl;28/07/2011
3.80;pkiielvpvirl;14/04/2010
9.18;pkiielvpvirl;20/05/2008
3.10;krivirv;09/06/2008
-0.56;krivirv;15/10/2009
9.46;krivirv;09/04/2011
-5.87;uepkpzeielvv;28/09/2005
2.82;uepkpzeielvv;20/04/2003
-0.34;krivirv;14/10/2004
3.10;krivirv;26/06/2004
-8.89;krivirv;30/04/2005
-4.00;uepkpzeielvv;21/08/2007
3.65;krivirv;10/09/2009
-8.98;krivirv;09/10/2008
-9.81;pkiielvpvirl;27/06/2005
-1.57;pkiielvpvirl;30/11/2009
-7.73;pkiielvpvirl;19/08/2006
7.16;krivirv;04/01/2001
-7.63;krivirv;12/03/2001
1.51;uepkpzeielvv;22/07/2005
-0.12;uepkpzeielvv;27/12/2004
-7.47;krivirv;02/06/2010
2.07;uepkpzeielvv;20/07/2010
-6.10;krivirv;27/06/2002
-6.75;krivirv;30/10/2002
9.26;pkiielvpvirl;06/11/2001
-5.50;pkiielvpvirl;22/03/2005
2.47;krivirv;25/04/2006
-7.32;opbivpvirl;29/07/2006
2.06;pkiielvpvirl;05/09/2009
-4.08;pkiielvpvirl;16/06/2000
5.63;krivirv;31/07/2009
-6.00;krivirv;30/11/2006
3.12;pkiielvpvirl;31/01/2010
1.90;krivirv;31/03/2007
6.94;uepkpzeielvv;22/03/2008
-8.06;uepkpzeielvv;09/09/2009
0.24;pkiielvpvirl;05/12/2004
2.27;krivirv;15/11/2001
-2.49;pkiielvpvirl;10/05/2002
8.91;uepkpzeielvv;06/08/2005
-1.37;uepkpzeielvv;27/08/2007
4.39;puiilivvrpvirl;14/08/2002
9.26;pkiielvpvirl;22/06/2002
7.51;krivirv;31/03/2005
5.39;opbivpvirl;20/04/2002
-9.25;pkiielvpvirl;18/05/2005
0.07;krivirv;09/05/2003
-9.05;pkiielvpvirl;24/11/2003
9.49;krivirv;30/11/2007
-3.11;pkiielvpvirl;06/05/2009
7.74;pkiielvpvirl;27/12/2005
-0.18;pkiielvpvirl;31/01/2006
-1.67;uepkpzeielvv;23/08/2003
6.89;opbivpvirl;02/09/2005
5.79;pkiielvpvirl;09/03/2005
5.73;krivirv;31/08/2007
-4.32;uepkpzeielvv;12/05/2001
-3.77;pkiielvpvirl;08/06/2006
-6.60;uepkpzeielvv;12/08/2003
-7.05;pkiielvpvirl;07/10/2010
-8.87;opbivpvirl;13/12/1999
-5.32;uepkpzeielvv;24/09/2002
2.77;krivirv;18/10/2003
1.13;vrpvpik;26/09/2005
-2.37;krivirv;21/09/2002
8.35;uepkpzeielvv;17/06/2007
0.59;uepkpzeielvv;19/09/2002
3.31;uepkpzeielvv;25/03/2009
4.52;pkiielvpvirl;29/03/2005
7.71;pkiielvpvirl;17/03/2001
6.55;krivirv;05/01/2003
4.43;vplve;21/04/2003
1.50;krivirv;31/07/2004
1.11;pkiielvpvirl;10/12/2004
-4.62;krivirv;04/03/2011
5.06;krivirv;06/06/2004
-0.14;opbivpvirl;24/10/2005
1.33;krivirv;01/11/2004
-6.08;pkiielvpvirl;06/05/2000
-0.96;krivirv;22/03/2002
8.67;pkiielvpvirl;12/03/2001
-1.25;pkiielvpvirl;04/01/2003
-4.01;pkiielvpvirl;20/12/2002
-5.78;pkiielvpvirl;28/10/2005
4.11;krivirv;18/12/2004
2.82;pkiielvpvirl;04/06/2004
-5.77;krivirv;14/12/2005
-0.44;krivirv;04/04/2005
-6.51;krivirv;15/12/2003
-5.63;krivirv;27/12/2004
4.63;krivirv;14/04/2004
1.04;krivirv;19/04/2006
-3.03;pkiielvpvirl;17/12/2008
1.92;krivirv;08/08/2008
0.57;pkiielvpvirl;10/08/2008
6.28;uepkpzeielvv;11/01/2010
0.64;uepkpzeielvv;18/07/2010
-8.33;krivirv;25/09/2010
2.36;krivirv;01/12/2008
2.65;krivirv;21/05/2010
-6.26;krivirv;06/11/2010
0.50;krivirv;16/03/2011
-1.57;pkiielvpvirl;31/05/2004
3.91;krivirv;04/09/2006
7.02;pkiielvpvirl;21/08/2005
-3.46;krivirv;13/07/2002
-6.57;vplve;07/12/2002
-1.10;uepkpzeielvv;23/06/2009
-0.24;uepkpzeielvv;15/12/2007
4.44;uepkpzeielvv;09/07/2008
-8.30;uepkpzeielvv;02/12/2007
7.59;uepkpzeielvv;04/07/2010
8.22;uepkpzeielvv;13/01/2010
-3.68;uepkpzeielvv;18/06/2010
6.04;uepkpzeielvv;24/08/2008
-2.82;uepkpzeielvv;02/03/2010
3.06;uepkpzeielvv;22/05/2009
-3.86;uepkpzeielvv;20/08/2009
0.94;uepkpzeielvv;22/01/2009
7.74;uepkpzeielvv;12/06/2008
6.94;uepkpzeielvv;20/11/2008
-5.39;uepkpzeielvv;07/11/2009
-6.05;uepkpzeielvv;03/04/2008
0.57;uepkpzeielvv;30/06/2009
-1.13;uepkpzeielvv;09/08/2008
4.57;uepkpzeielvv;14/07/2009
2.44;pkiielvpvirl;27/05/2000
-4.84;krivirv;26/11/2003
-6.29;opbivpvirl;07/03/2004
-1.10;krivirv;13/10/2003
-1.46;pkiielvpvirl;11/10/2005
5.34;krivirv;26/09/2006
-2.32;pkiielvpvirl;25/04/2002
3.13;krivirv;24/07/2009
6.26;krivirv;11/02/2005
4.70;krivirv;29/01/2006
0.73;pkiielvpvirl;11/09/2011
3.36;pkiielvpvirl;23/11/2003
5.55;krivirv;14/08/2004
-6.48;krivirv;24/04/2011
4.52;uepkpzeielvv;14/11/2005
-6.84;pkiielvpvirl;12/11/2011
-2.22;uepkpzeielvv;10/11/2005
-5.23;uepkpzeielvv;09/07/2005
4.92;pkiielvpvirl;15/08/2011
3.70;opbivpvirl;22/02/2004
-5.60;opbivpvirl;09/04/2003
-7.27;opbivpvirl;02/10/2005
-2.82;opbivpvirl;25/04/2004
-7.04;opbivpvirl;25/03/2004
-6.07;opbivpvirl;18/02/2005
6.59;opbivpvirl;13/01/2006
-6.41;opbivpvirl;27/09/2004
1.81;opbivpvirl;03/12/2004
6.94;opbivpvirl;16/06/2005
2.02;opbivpvirl;02/02/2004
5.89;pkiielvpvirl;24/04/2005
-7.94;pkiielvpvirl;12/06/2011
7.83;pkiielvpvirl;12/08/2008
1.29;uepkpzeielvv;27/10/2000
-3.62;uepkpzeielvv;25/08/2000
5.23;krivirv;01/03/2009
4.46;pkiielvpvirl;15/06/2000
-7.57;pkiielvpvirl;08/06/2003
-2.20;krivirv;12/07/2001
8.23;krivirv;17/02/2003
-7.58;krivirv;08/04/2003
6.74;pkiielvpvirl;10/05/2003
-6.06;pkiielvpvirl;03/10/2004
4.28;pkiielvpvirl;28/02/2006
4.39;krivirv;19/03/2004
5.17;krivirv;16/01/2005
3.20;krivirv;02/10/2004
3.01;krivirv;13/07/2009
7.25;krivirv;11/11/2010
6.51;krivirv;08/03/2011
3.72;pkiielvpvirl;11/12/2003
-3.77;krivirv;28/01/2005
-4.28;pkiielvpvirl;30/11/2009
7.64;pkiielvpvirl;18/10/2008
6.67;pkiielvpvirl;23/04/2002
4.32;pkiielvpvirl;14/10/2002
-4.71;pkiielvpvirl;02/12/2002
0.96;pkiielvpvirl;01/01/2004
2.13;krivirv;28/11/2002
7.41;puiilivvrpvirl;24/03/2009
6.67;pkiielvpvirl;09/04/2007
-8.07;krivirv;07/09/2001
-2.52;pkiielvpvirl;27/12/2002
-2.32;pkiielvpvirl;12/02/2004
4.94;pkiielvpvirl;04/09/2003
-3.22;pkiielvpvirl;30/11/2003
2.85;pkiielvpvirl;02/09/2004
8.16;krivirv;26/01/2008
6.28;krivirv;27/04/2004
-4.05;krivirv;22/05/2007
-4.26;uepkpzeielvv;28/03/2002
3.07;pkiielvpvirl;02/08/2003
4.60;krivirv;13/06/2004
1.68;pkiielvpvirl;11/11/2011
-3.69;pkiielvpvirl;09/02/2011
-2.07;pkiielvpvirl;21/10/2009
1.19;pkiielvpvirl;08/11/2009
-3.62;pkiielvpvirl;13/05/2010
-1.34;opbivpvirl;18/12/2003
3.42;opbivpvirl;22/12/2002
-6.02;opbivpvirl;25/02/2004
-7.46;opbivpvirl;15/11/2004
1.50;opbivpvirl;26/05/2003
5.91;opbivpvirl;31/12/2002
6.84;opbivpvirl;22/10/2002
-0.52;opbivpvirl;21/10/2003
-2.90;opbivpvirl;29/11/2003
7.02;opbivpvirl;08/01/2005
1.76;uepkpzeielvv;07/07/2008
4.75;krivirv;27/10/2002
-5.62;pkiielvpvirl;03/12/2009
7.39;krivirv;31/12/2008
-7.95;krivirv;06/12/2000
1.22;krivirv;18/06/2004
-7.48;opbivpvirl;09/01/2004
0.62;krivirv;19/09/2003
0.51;krivirv;13/10/2004
-5.87;krivirv;20/03/2007
1.37;pkiielvpvirl;15/02/2010
5.83;krivirv;18/03/2009
0.82;krivirv;25/05/2010
-1.72;krivirv;30/03/2012
-1.62;krivirv;26/03/2009
-3.69;krivirv;30/07/2006
4.69;krivirv;24/01/2006
0.19;krivirv;08/03/2005
3.73;krivirv;01/05/2005
5.94;krivirv;17/10/2009
-6.37;uepkpzeielvv;14/04/2009
-0.66;krivirv;10/01/2001
4.57;krivirv;20/02/2008
-5.77;pkiielvpvirl;11/07/2008
1.70;krivirv;04/03/2007
-2.31;pkiielvpvirl;07/11/2002
-7.12;pkiielvpvirl;03/08/2005
-1.00;uepkpzeielvv;10/12/2005
-6.32;pkiielvpvirl;04/07/2009
-0.85;krivirv;19/06/2002
-3.57;pkiielvpvirl;19/08/2001
1.12;pkiielvpvirl;01/07/2004
4.70;vplve;11/04/2004
-6.68;vplve;22/02/2010
1.28;vplve;27/08/2010
-0.30;uepkpzeielvv;15/04/2008
-4.10;pkiielvpvirl;22/12/2009
5.20;pkiielvpvirl;10/11/2008
-4.65;krivirv;26/02/2002
-4.21;puiilivvrpvirl;14/07/2003
-3.69;pkiielvpvirl;25/09/2004
-4.44;pkiielvpvirl;28/12/2008
0.21;pkiielvpvirl;31/01/2003
-0.05;opbivpvirl;14/06/2009
7.06;krivirv;19/11/2001
-7.14;krivirv;24/04/2002
-1.00;krivirv;11/12/2000
-5.71;krivirv;20/02/2000
1.55;krivirv;15/11/2000
-3.17;krivirv;05/01/2001
3.76;krivirv;02/09/2001
4.79;krivirv;27/05/2002
1.86;krivirv;18/06/2002
-1.03;opbivpvirl;03/05/2001
-2.30;krivirv;04/03/2002
-7.22;krivirv;29/09/2000
-3.88;krivirv;11/12/2000
4.92;krivirv;03/07/2002
5.50;krivirv;11/08/2000
-5.30;krivirv;17/10/2002
-3.90;krivirv;01/06/2002
-2.09;krivirv;10/04/2001
1.98;krivirv;13/02/2002
-1.05;krivirv;26/11/2001
0.70;krivirv;27/09/2002
5.46;krivirv;07/05/2002
-2.69;krivirv;31/07/2002
-7.28;krivirv;29/01/2001
-1.53;krivirv;15/05/2000
-1.43;krivirv;29/01/2001
-7.44;krivirv;01/05/2002
-7.44;krivirv;20/03/2001
4.23;krivirv;07/05/2000
6.72;krivirv;16/12/2001
-4.58;krivirv;31/08/2001
7.59;krivirv;24/05/2002
0.62;krivirv;18/01/2003
-2.90;krivirv;01/07/2000
3.87;krivirv;29/01/2002
3.49;krivirv;16/01/2001
-3.17;krivirv;05/12/2002
4.15;pkiielvpvirl;13/11/2010
-6.93;uepkpzeielvv;25/11/2010
1.74;uepkpzeielvv;08/03/2009
6.76;pkiielvpvirl;23/10/2002
1.73;krivirv;14/01/2002
7.29;pkiielvpvirl;10/11/2004
0.32;pkiielvpvirl;17/12/2009
-0.48;krivirv;24/12/2001
-2.47;krivirv;14/06/2006
-1.10;opbivpvirl;24/07/2002
3.53;opbivpvirl;07/08/2003
0.64;opbivpvirl;08/11/2002
-2.62;opbivpvirl;23/04/2001
4.12;opbivpvirl;21/12/2002
-2.60;opbivpvirl;27/10/2003
0.91;opbivpvirl;19/02/2004
-5.71;opbivpvirl;19/11/2001
4.02;opbivpvirl;25/09/2001
4.97;opbivpvirl;24/09/2003
4.24;opbivpvirl;15/12/2002
-2.70;opbivpvirl;01/06/2002
5.68;opbivpvirl;01/03/2002
-4.74;opbivpvirl;27/05/2001
-3.98;opbivpvirl;30/12/2000
1.25;opbivpvirl;07/06/2001
6.64;krivirv;09/03/2001
-1.00;opbivpvirl;07/11/2002
1.71;opbivpvirl;22/04/2002
1.75;opbivpvirl;20/01/2002
2.73;opbivpvirl;17/06/2002
0.33;krivirv;23/03/2012
1.19;vplve;22/09/2004
3.64;uepkpzeielvv;04/03/2009
1.83;vplve;15/03/2010
-0.30;pkiielvpvirl;19/02/2004
2.56;krivirv;01/10/2005
-6.26;krivirv;07/01/2004
-1.10;krivirv;15/03/2007
-5.10;uepkpzeielvv;05/06/2008
-3.66;uepkpzeielvv;16/07/2008
-4.50;vplve;29/07/2008
-7.48;pkiielvpvirl;30/08/2010
-0.72;krivirv;29/04/2011
-6.85;pkiielvpvirl;22/09/2011
4.45;pkiielvpvirl;16/07/2011
-4.90;krivirv;17/08/2010
7.23;krivirv;05/05/2004
3.12;krivirv;13/03/2008
3.14;krivirv;12/02/2008
0.53;krivirv;24/10/2007
-3.10;krivirv;07/12/2007
3.37;krivirv;06/01/2008
5.44;krivirv;15/07/2007
3.85;zriiulizpvirl;23/04/2001
-1.48;krivirv;09/02/2004
-5.91;krivirv;11/04/2009
-0.18;uepkpzeielvv;20/10/2009
-6.56;pkiielvpvirl;03/10/2009
0.83;krivirv;17/05/2006
-6.85;krivirv;23/03/2006
2.34;opbivpvirl;21/10/1999
3.88;opbivpvirl;17/06/2002
-6.52;uepkpzeielvv;10/03/2006
-0.84;pkiielvpvirl;22/11/2008
-6.55;pkiielvpvirl;28/07/2008
-1.69;uepkpzeielvv;18/07/2010
0.12;opbivpvirl;07/08/2002
-5.88;pkiielvpvirl;24/10/2003
-1.42;uepkpzeielvv;18/10/2009
5.16;uepkpzeielvv;14/06/2008
3.67;uepkpzeielvv;09/01/2010
6.07;pkiielvpvirl;23/02/2008
-6.97;puiilivvrpvirl;22/04/2004
-3.33;krivirv;19/01/2004
3.26;pkiielvpvirl;27/07/2001
-1.23;uepkpzeielvv;29/03/2010
-1.51;pkiielvpvirl;18/02/2006
-6.79;pkiielvpvirl;01/11/2005
-2.07;pkiielvpvirl;14/01/2006
4.61;krivirv;03/09/2008
6.35;pkiielvpvirl;17/12/2009
-1.54;opbivpvirl;08/01/2001
2.02;puiilivvrpvirl;21/02/2006
0.10;puiilivvrpvirl;10/03/2006
2.79;puiilivvrpvirl;02/10/2005
3.03;puiilivvrpvirl;27/11/2005
